Sample_ID,ruralurban,Oribacterium,Erysipelotrichaceae_incertae_sedis,Clostridium_sensu_stricto,Halomonas,Enterorhabdus,Oxalobacter,Ochrobactrum,Parvimonas,Sphingomonas,Succinivibrio,Cryptobacterium,Oscillibacter,Providencia,Dialister,Hallella,Parasutterella,Paracoccus,Plesiomonas,Eubacterium,Tepidimonas,Lactonifactor,Butyricicoccus,Subdoligranulum,Veillonella,Lactococcus,Paraprevotella,Akkermansia,Phascolarctobacterium,Sporobacter,Aggregatibacter,Gordonibacter,Leptotrichia,Geobacillus,Collinsella,Shewanella,Mobiluncus,Aliivibrio,Vagococcus,Roseburia,Methanobrevibacter,Sarcina,Prevotella,Faecalibacterium,Pseudoalteromonas,Aerococcus,Proteus,Altererythrobacter,Anaerofustis,Ruminococcus,Parascardovia,Flavonifractor,Enterococcus,Anaerostipes,Finegoldia,Kocuria,Oligella,Robinsoniella,Cellulosilyticum,Methylobacterium,Pseudoramibacter,Neisseria,Comamonas,Isobaculum,Dorea,Anaerococcus,Marvinbryantia,Blautia,Vampirovibrio,Alloprevotella,Desulfovibrio,Parabacteroides,Rubritalea,Gardnerella,Bacteroides,Psychrobacter,Alcanivorax,Olsenella,Serratia,Vibrio,Acinetobacter,Clavibacter,Mannheimia,Anaeroglobus,Coprobacillus,Martelella,Pseudomonas,Clostridium_XI,Pantoea,Alistipes,Pyramidobacter,Holdemania,Stenotrophomonas,Cryptomonadaceae,Pseudobutyrivibrio,Dolosigranulum,Morganella,Shimwellia,Granulicatella,Eggerthella,Salmonella,Clostridium_XIX,Helicobacter,Alloscardovia,Enterobacter,Paenibacillus,Johnsonella,Anaerosporobacter,Odoribacter,Cellulosimicrobium,Shuttleworthia,Clostridium_IV,Paralactobacillus,Lachnoanaerobaculum,Mitsuokella,Fusobacterium,Papillibacter,Cronobacter,Mycoplasma,Streptococcus,Paraeggerthella,Butyricimonas,Gallibacterium,Enterovibrio,Marivita,Eikenella,Corynebacterium,Novosphingobium,Cloacibacterium,Anaerotruncus,Bulleidia,Pseudoflavonifractor,Tannerella,Peptostreptococcus,Scardovia,Rhodospirillum,Methanosphaera,Allisonella,Peptoniphilus,Clostridium_XlVa,Clostridium_XlVb,Macrococcus,Streptophyta,Bergeriella,Synergistes,Actinobacillus,Atopobium,Kandleria,Brevibacterium,Solobacterium,Maricurvus,Peptococcus,Anaerosinus,Ureaplasma,Francisella,Citrobacter,Eggerthia,Moryella,Phocaeicola,Clostridium_XVIII,Acetanaerobacterium,Gemella,Catenibacterium,Sutterella,Laribacter,Centipeda,Aeromonas,Lactobacillus,Parasporobacterium,Actinomyces,Castellaniella,Coprococcus,Staphylococcus,Succinatimonas,Sneathia,Rothia,Mogibacterium,Tenacibaculum,Leuconostoc,Thermus,Cardiobacterium,Lachnospiracea_incertae_sedis,Cloacibacillus,Megamonas,Barnesiella,Escherichia_Shigella,Phycisphaera,Haemophilus,Trabulsiella,Ruminococcus2,Bifidobacterium,Turicibacter,Brevundimonas,Hymenobacter,Xylanibacter,Hydrogenoanaerobacterium,Howardella,Anaerofilum,Hespellia,Bilophila,Saccharibacteria_genera_incertae_sedis,Arcobacter,Lachnospira,Cetobacterium,Slackia,Acidaminococcus,Diplorickettsia,Clostridium_III,Weissella,Campylobacter,Abiotrophia,Porphyromonas,Gemmiger,Victivallis,Lachnobacterium,Rhizobium,Anoxybacillus,Megasphaera,Selenomonas
120A,urban,0,2.23886035608874,2.77634404223686,1.61031119453095,0,2.16676502660604,0,2.08027171917466,0,0,0,3.54903802805819,1.82787768963151,3.81619734232772,0,4.47033396838201,0,0,1.15398985892352,0,0,2.37949293097693,2.32856691892236,2.35477595509431,1.97215746823136,1.82787768963151,1.82787768963151,4.45807765507393,0,0,1.15398985892352,0,0,2.81326827036094,1.15398985892352,0,0,0,4.59852174028641,0,0,3.27796916426181,5.3193556998578,0,0,0,0,1.15398985892352,3.89916004485458,0,2.50397829207533,0,3.08180535042516,0,0,0,1.43951405052002,0,0,0,1.15398985892352,0,0,3.25618382121986,0,0,4.16025885668925,0,0,0,4.63736009232477,0,1.15398985892352,5.70819266474122,0,0,0,0,0,0,0,0,0,2.60061605242185,0,0,1.97215746823136,0,4.55265259625962,1.15398985892352,2.85540413098185,0,0,0,0,0,0,0,1.43951405052002,1.15398985892352,3.17191452580324,0,0,2.30067404487293,0,0,0,3.78992748181232,0,0,3.212575470669,0,1.43951405052002,0,3.92863523987915,0,1.15398985892352,0,1.97215746823136,0,1.43951405052002,0,0,0,0,0,0,0,1.43951405052002,0,2.30067404487293,0,0,0,0,0,2.99207831108717,0,3.93134081533105,3.47085583345478,0,0,0,0,1.15398985892352,1.15398985892352,0,0,1.73257847425583,0,0,0,0,0,0,0,0,0,1.73257847425583,0,1.15398985892352,0,1.15398985892352,0,0,2.35477595509431,1.15398985892352,0,1.61031119453095,0,2.98617551018589,0,0,0,1.15398985892352,1.43951405052002,0,1.73257847425583,0,0,3.75996929026856,0,2.35477595509431,3.72018198937012,3.51170386638458,0,2.12566805513026,0,3.6475466723835,2.82202884247202,1.73257847425583,0,0,0,0,0,0,0,3.53750341736593,0,0,0,0,0,0,0,0,1.15398985892352,0,0,0,3.79916665546934,0,0,0,0,1.73257847425583,0
7A,rural,1.451230621556,2.04161063954522,3.71670321901499,1.28275507035341,0,0,0,1.28275507035341,0,0,0,2.84557611123721,0,1.00380226913995,0,1.00380226913995,0,0,1.00380226913995,0,0,3.21158512653263,1.86748798737981,2.93669155141416,1.00380226913995,4.11017513590156,0,3.78201118239387,0,0,1.28275507035341,0,0,0,0,1.00380226913995,0,0,5.03390668373557,0,0,3.23747024943991,5.56448210509259,0,0,0,0,0,4.79542889840387,0,2.07606908961436,0,3.81465620163954,0,0,0,0,0,0,0,2.00418067154869,0,0,3.79485897732347,0,1.28275507035341,4.71450079917165,0,2.42250794788069,0,3.16827510758502,0,0,5.46930648074042,0,0,0,0,0,0,0,0,0,1.00380226913995,0,0,2.91323836855067,0,2.99233121732066,1.00380226913995,2.21638451898162,0,0,1.00380226913995,0,0,0,1.28275507035341,2.23972671054667,0,0,0,0,1.28275507035341,0,0,0,2.35831254071215,0,1.00380226913995,1.74450897444483,0,0,0,0,0,0,0,4.51957971738489,0,2.16556171626385,0,0,0,1.28275507035341,0,0,0,0,0,0,0,1.00380226913995,0,0,0,2.39159529964511,0,3.25973407545135,2.4913473831207,0,0,1.00380226913995,0,0,1.57231083125392,0,0,2.23972671054667,0,0,0,0,0,0,1.00380226913995,0,1.00380226913995,3.0233349650684,0,1.91798529852699,1.00380226913995,0,0,0,0,1.00380226913995,0,2.53950456437654,0,1.28275507035341,0,0,0,1.28275507035341,1.66688916508806,0,0,0,0,3.91803603583186,0,1.00380226913995,3.21640772225493,3.10182366836091,0,1.74450897444483,0,4.22847054613357,2.45136571902237,2.30305465506145,0,0,0,0,0,0,0,2.47842485830886,1.451230621556,0,1.00380226913995,0,0,0,0,0,0,1.00380226913995,1.00380226913995,0,3.48752326732106,0,0,0,0,1.28275507035341,0
083A,urban,1.52437070730186,2.55379624192068,1.99274843261432,0,0,0,0,0,0,0,0,3.39785301564465,0,0,0,4.75609145227303,0,0,0,0,1.69611220516152,2.49031870225703,0,1.69611220516152,1.23613455352874,1.23613455352874,0,4.25862425363802,1.23613455352874,0,0,0,0,0,0,0,0,0,4.89902855522439,0,0,2.16736516824253,5.31032432191374,0,0,0,0,0,3.6335053832579,0,2.92667632717374,0,3.54272145467824,0,0,0,0,0,0,0,0,0,0,2.77908310549523,0,0,4.38423624421281,0,0,0,3.12429868365401,0,0,5.76318011779471,0,0,0,0,0,0,0,0,0,0,0,0,3.03010783870556,0,3.74553066307125,1.52437070730186,1.52437070730186,0,0,1.23613455352874,0,0,0,1.23613455352874,0,0,0,0,0,1.81885961412349,0,0,0,2.46691561709369,0,0,2.11658174626052,0,1.23613455352874,0,2.32615611742795,0,0,0,2.92667632717374,0,0,0,0,0,0,0,0,0,1.69611220516152,0,0,0,0,0,0,0,0,0,3.30028119534397,3.21902103729139,0,1.23613455352874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23613455352874,0,1.23613455352874,0,0,0,0,0,0,0,0,0,2.25397790995541,0,0,0,0,0,0,0,0,0,2.59148367807784,0,0,1.81885961412349,3.00298173423416,0,2.49031870225703,0,2.74242402373994,3.83758749296403,2.25397790995541,0,0,0,0,0,0,0,3.16949396073045,0,0,0,0,0,0,0,0,0,0,0,0,2.16736516824253,0,0,0,0,0,0
10A,rural,1.32232684896833,1.32232684896833,2.79320434959332,1.61289403389543,0,1.78544091516258,0,0,0,1.61289403389543,0,3.36202950084281,0,3.76511051113374,0,3.68325003930819,0,0,0,0,0,2.94508871149039,1.90859655609174,3.3912244990674,0,2.14933124307493,3.27909498871392,4.08650834911655,1.61289403389543,0,1.61289403389543,0,0,2.69995043173181,0,0,0,0,5.11519397903977,0,0,3.51079192743916,5.24533185681151,0,0,0,0,0,4.58264216882307,0,2.38212950528814,0,3.28364023732859,1.32232684896833,0,0,0,0,0,0,0,1.32232684896833,0,3.70434924624466,0,0,4.44479775750771,0,0,0,3.90650183839206,0,0,5.60572069230134,0,0,0,0,0,0,0,0,0,1.78544091516258,0,0,3.12101566338342,0,4.20642597616121,0,2.0044331870424,0,0,0,0,1.78544091516258,0,0,1.78544091516258,0,0,0,0,0,0,0,0,2.99178182352339,0,0,3.85871026060444,1.32232684896833,0,0,2.30330842689316,0,0,0,4.13368376355895,0,3.31419086823893,0,0,0,0,0,0,0,1.32232684896833,0,0,0,0,0,0,0,0,0,3.63569717142618,3.1764935482627,0,1.32232684896833,0,0,0,0,0,0,0,0,3.07236273324952,0,0,0,0,0,0,0,1.32232684896833,0,1.32232684896833,0,2.80697078460889,1.32232684896833,0,0,4.41776726773673,0,2.08289736836769,0,4.68765080780267,0,0,0,1.32232684896833,0,0,0,0,0,3.78265719662698,0,2.08289736836769,3.57077257092277,3.2256805775142,0,2.38212950528814,0,3.75606395244468,4.43724489321441,0,0,0,0,0,0,0,1.32232684896833,2.2577908822673,0,0,0,0,0,0,0,0,0,0,0,0,3.5890565448923,0,0,0,0,2.20693810593315,0
101A,urban,1.24924292865786,2.60535216103944,2.30539836773023,1.24924292865786,0,0,0,0,0,1.24924292865786,0,4.14681847432031,0,4.36016709161293,0,4.67708356951932,0,0,2.3399950778811,0,0,2.70204661318039,0,2.22664685700655,0,0,0,1.24924292865786,0,0,1.24924292865786,0,0,0,0,0,0,0,4.94048775811193,0,0,3.77436341913979,4.94397804859477,0,0,0,0,1.53786495819258,4.12391519606266,0,3.74527820812988,0,3.62899781584627,0,0,0,1.24924292865786,0,0,0,0,0,0,3.45466343930541,0,0,4.37514360519739,0,2.45603330587781,0,4.48271361769099,0,0,5.76939464391846,0,0,0,0,0,0,0,0,0,2.22664685700655,0,0,2.26780519379429,0,4.0790112726572,0,2.78108409251975,0,0,0,0,0,0,1.53786495819258,1.53786495819258,0,0,0,0,1.70974018026831,0,0,0,3.29616370037946,0,0,3.09364396262845,0,0,0,2.8374777624824,0,0,0,2.50417799008963,0,3.75305543877333,0,0,0,0,0,0,0,2.78108409251975,0,0,0,1.24924292865786,0,0,0,1.24924292865786,0,4.1641099623322,3.60977499206539,0,3.2413445921065,0,0,0,0,0,0,1.24924292865786,0,0,0,0,0,0,0,0,0,2.18117562060793,1.24924292865786,0,0,1.24924292865786,0,0,0,1.70974018026831,0,1.53786495819258,0,2.18117562060793,0,0,0,1.24924292865786,0,0,0,0,0,3.23715089632028,0,0,0,3.28874346838843,0,0,0,3.68051871472052,4.05979046033006,0,0,0,0,0,0,1.24924292865786,0,0,0,0,0,0,0,0,0,0,1.83255545024704,0,0,0,1.24924292865786,0,0,0,0,0,0
116A,urban,1.09809978873586,3.33403383091136,1.91243484664065,1.84637267512836,0,0,0,1.55148506151128,0,0,0,3.28752426668567,0,1.38145052076314,0,1.91243484664065,0,0,2.83348064151904,0,2.02039701531008,2.76171332243744,0,1.67336346624365,2.17882100133844,0,0,5.00146458015528,0,0,0,0,0,0,1.67336346624365,0,0,0,2.94897036408094,0,0,2.86875881655864,2.73488915715864,0,0,0,0,1.67336346624365,3.2469283766146,0,3.95190116072958,0,2.51049160553396,0,0,0,0,0,0,0,0,0,0,3.46008151338139,0,0,4.99279159960261,0,0,0,4.5956469187835,0,0,5.71527182299782,0,0,0,0,0,0,0,0,1.55148506151128,2.02039701531008,0,0,2.96009436437565,0,3.36320913815231,2.02039701531008,0,0,0,0,0,0,0,0,3.06236728247103,0,2.21080012497439,0,0,0,0,0,0,0,0,0,2.60713341976452,0,0,0,3.96349648253226,0,0,0,2.56831594768604,0,4.08072748371288,0,0,0,0,1.38145052076314,0,0,0,0,0,0,0,1.09809978873586,0,0,0,0,4.96665706841492,3.85862539771668,0,1.38145052076314,0,1.09809978873586,0,0,0,0,1.38145052076314,0,0,0,0,0,0,0,0,0,3.54925192558828,0,0,0,0,0,0,0,2.29464906449856,0,1.67336346624365,0,1.38145052076314,0,0,0,0,1.09809978873586,0,1.09809978873586,0,0,3.20214276563173,0,0,0,4.30554651339867,0,0,0,4.63822704834179,3.48864317990118,1.84637267512836,0,0,0,0,0,0,0,4.33570655766863,0,0,0,0,0,0,0,0,0,1.09809978873586,0,0,1.09809978873586,0,0,0,0,0,0
24A,rural,1.31244766925204,2.57068621470404,2.49627136752126,1.60277113053578,0,2.52251881615936,0,0,0,0,0,3.48680521765808,0,4.16643351164675,0,3.28662369342872,0,0,0,0,0,3.41150630861239,2.29298171149149,3.46988813790543,1.9941581902401,5.03607702631799,5.00818906817066,2.83546681094829,1.31244766925204,0,0,0,0,2.07260518969094,1.31244766925204,1.31244766925204,0,0,4.3262141996023,0,0,2.46833498086894,5.44032333712486,0,0,0,0,0,4.2207196559791,0,2.76862573066569,1.31244766925204,2.52251881615936,0,0,0,0,0,0,0,0,0,0,2.89337945902613,0,0,3.61924794613704,1.31244766925204,0,0,4.43222979624067,0,0,5.23932613470677,0,0,1.60277113053578,0,0,0,0,0,1.9941581902401,0,0,0,2.54726995141514,0,4.84923867750928,1.77523407596503,2.37179411945674,0,0,0,0,0,0,0,0,0,1.31244766925204,0,0,2.46833498086894,0,0,0,2.92474919064504,0,0,2.59290425183448,0,0,0,2.07260518969094,0,0,0,3.3323587362898,0,3.87628244628883,0,0,0,0,1.31244766925204,0,0,2.43847726139828,0,2.63419611906129,0,0,2.24746993907438,0,0,0,1.31244766925204,3.71080425032583,3.04702872284325,0,2.07260518969094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.60277113053578,0,0,0,3.9372178828621,0,0,0,1.77523407596503,1.31244766925204,0,1.89834722480126,0,0,3.53640294939241,0,4.72978878894445,4.58919153369848,2.92474919064504,0,0,0,2.95400488338871,3.2641282922239,1.31244766925204,0,0,0,2.07260518969094,0,0,0,3.48956175617347,0,0,0,0,1.77523407596503,0,0,0,0,1.31244766925204,0,0,3.45823253067682,0,0,0,0,4.57067062092553,0
39A,rural,1.82544040662305,2.72281287508683,3.88837749003937,1.65258282033619,0,0,0,1.65258282033619,0,0,0,2.847546015895,0,1.36111184127899,0,3.81606126668742,0,0,2.04468476972127,0,1.65258282033619,3.91817245278702,1.36111184127899,2.68509905218188,0,4.15672212135161,2.51918592561023,3.50626691087073,0,0,1.36111184127899,0,0,3.15499606886909,0,0,0,0,5.15066760276979,0,0,4.02396484175553,4.74951712520844,0,0,0,0,0,3.61372598089876,0,2.68509905218188,0,3.89450225615483,1.65258282033619,0,0,0,0,0,0,0,1.36111184127899,0,3.94928250072354,1.36111184127899,0,4.61083501552812,0,0,2.70436521525093,4.30464288211654,0,0,5.76042867004528,0,0,1.36111184127899,0,0,0,0,0,0,2.29821229978606,0,0,3.802744911065,0,3.25583354803145,0,1.65258282033619,0,0,0,0,0,0,1.36111184127899,1.82544040662305,0,0,0,0,1.82544040662305,0,0,0,2.48931654988781,0,0,2.12321247148225,0,1.65258282033619,0,2.34375117466337,0,1.36111184127899,0,2.72281287508683,0,2.34375117466337,0,0,0,0,0,0,0,0,0,2.04468476972127,0,1.65258282033619,0,0,0,0,1.94875323280913,4.3186078567709,3.25583354803145,0,0,0,0,0,1.36111184127899,0,0,2.04468476972127,0,0,0,0,0,0,0,0,0,1.36111184127899,0,1.36111184127899,0,2.34375117466337,0,0,0,0,0,2.45724012707852,0,3.09800022408708,0,2.62157154586313,0,0,1.94875323280913,0,0,0,0,4.15204178611219,2.1896918408999,2.72281287508683,3.38335104038116,3.52375229950743,0,1.36111184127899,0,4.43486592801409,2.70436521525093,2.45724012707852,0,0,0,0,3.06642739303989,0,0,2.42260429070918,0,0,0,0,0,0,0,0,1.36111184127899,0,0,0,3.52942774373945,0,0,0,0,1.94875323280913,0
118A,urban,1.25583442982549,3.22253019965613,3.1398437425998,1.54464601338602,0,0,0,0,0,0,0,4.11074673886912,0,0,0,0,0,0,0,0,2.13731118384636,2.79993456221018,0,0,0,1.25583442982549,0,4.71033965587063,0,0,0,0,0,0,1.54464601338602,0,0,0,5.40291825138643,0,0,3.86558033601232,4.40073557258236,0,0,0,0,0,4.28491284102334,0,3.81882075974336,0,2.93052381792281,1.25583442982549,0,0,0,0,0,0,0,0,0,3.48645809185008,1.25583442982549,0,4.03111366590965,0,0,0,4.32413577435859,0,0,5.72246242893466,0,0,0,0,0,0,0,0,0,2.57462463874686,0,0,2.40883259933446,0,4.10265110205796,0,2.84444952731914,0,0,1.54464601338602,0,0,0,0,2.07977124792957,0,0,0,0,0,0,0,1.25583442982549,3.55954323831503,0,0,2.61231681082594,0,0,0,0,0,0,0,2.07977124792957,0,0,0,0,0,0,0,0,0,0,0,2.73699036784583,0,1.25583442982549,0,0,0,0,0,3.96428829708548,3.80860316388878,0,0,0,0,0,0,0,0,1.25583442982549,0,1.25583442982549,0,0,0,0,0,0,0,1.7165868663333,0,0,0,1.54464601338602,0,0,0,1.25583442982549,0,1.25583442982549,0,3.28817245893834,0,0,0,0,0,0,0,0,0,3.8605133596011,0,1.25583442982549,1.25583442982549,3.73355121610288,0,0,0,3.86457165906826,1.83943543048391,0,0,0,1.25583442982549,0,0,0,0,1.83943543048391,1.25583442982549,0,0,0,0,0,0,0,1.54464601338602,0,0,0,1.25583442982549,0,0,0,0,2.27474964324313,0
109A,urban,2.31588988586374,2.42017533992651,3.01317789349994,1.5848689346851,0,0,0,0,0,1.29499029724014,0,1.75717852412092,0,2.65357030295549,0,2.52895288215035,0,0,1.29499029724014,0,0,2.72037931300618,1.88021400530573,4.15323779568261,2.17837338678297,1.9759780485459,2.35350354239598,4.41511262933729,0,0,0,0,0,2.31588988586374,1.29499029724014,0,0,0,5.1748890094918,0,0,2.67126049603936,4.70037505652936,0,0,0,0,0,1.9759780485459,0,3.16478555515754,0,3.33705158338057,0,0,0,0,0,0,0,0,0,0,3.93708586284943,0,0,4.31301714919106,0,0,0,3.8601645807674,0,0,5.77157269519415,0,0,0,0,0,0,0,0,2.27470699299625,0,0,0,2.99710697197629,1.9759780485459,3.90287587700301,0,2.55236635232057,1.5848689346851,0,0,0,2.31588988586374,0,0,0,1.88021400530573,2.17837338678297,0,0,3.5420313145427,0,1.29499029724014,0,2.31588988586374,0,1.5848689346851,1.9759780485459,1.29499029724014,1.5848689346851,0,4.19410793779934,0,1.29499029724014,0,4.11814478986643,0,2.96306287050232,0,0,0,0,1.29499029724014,0,0,0,1.29499029724014,0,0,0,1.75717852412092,0,0,3.64540395990119,0,3.80266179905278,2.67126049603936,0,1.29499029724014,0,0,1.5848689346851,0,0,0,1.75717852412092,0,0,0,0,0,2.70461566728505,0,0,0,3.16478555515754,0,1.5848689346851,0,3.33329317244422,0,0,0,3.40928352427215,0,2.35350354239598,0,3.45723668936292,0,0,0,1.29499029724014,1.9759780485459,0,1.29499029724014,0,0,3.15351236482882,0,4.58182228620612,1.88021400530573,3.78568242893356,0,2.82934000830426,0,3.60291583174166,3.5926509368372,1.5848689346851,0,0,0,0,1.88021400530573,0,1.29499029724014,3.30603215406604,0,0,0,0,0,0,1.29499029724014,0,2.47796092850059,2.05439363136955,0,0,3.37638000378309,0,0,0,0,2.42017533992651,1.29499029724014
108A,urban,0,2.21263986733458,2.68798308051716,1.32779258402,0,0,0,0,0,1.61849219039375,0,4.05433021286647,0,4.42184093836283,0,3.86923163764257,0,0,0,0,0,3.53231686865965,1.9142633590402,2.15502798402738,0,2.65027549781601,1.32779258402,2.4843972750832,2.15502798402738,0,1.32779258402,0,0,0,1.32779258402,0,0,0,4.66786129548073,0,0,3.33646403830073,4.78603043690815,0,0,0,0,0,4.06126613346756,0,2.51233701476119,0,2.08858742912504,0,0,0,1.79108464966085,0,0,0,0,0,0,3.23141434173972,0,0,4.00415244183875,0,0,1.79108464966085,4.25824156330885,0,0,5.67842908410835,0,0,1.32779258402,0,0,0,0,0,0,0,0,0,2.75480258819485,0,3.05545051402601,2.56334119014352,0,0,0,0,0,2.21263986733458,0,0,0,0,1.9142633590402,0,0,0,0,0,1.79108464966085,1.61849219039375,0,0,2.30901723180788,0,0,0,2.70567621229081,0,2.42246832803726,0,2.21263986733458,0,0,0,0,0,0,0,0,0,2.15502798402738,0,2.42246832803726,0,0,0,0,0,0,0,3.71350426947044,3.19364895296655,0,0,0,0,0,0,1.32779258402,0,1.32779258402,0,0,0,0,0,0,0,0,0,1.61849219039375,1.32779258402,0,3.67058479612886,0,0,0,0,2.78471488834432,0,0,0,3.85100933274857,0,0,0,0,2.26349655458442,0,0,0,0,3.44057649131572,0,2.38784301555428,2.01011392180418,5.45809817209261,0,0,0,3.45316111935406,2.45453572529679,1.32779258402,0,0,0,1.61849219039375,0,0,0,3.39695933761966,0,0,0,0,0,0,0,0,0,0,0,0,3.18797547871704,0,0,0,0,1.32779258402,0
34A,rural,1.18169978649124,1.18169978649124,2.44373517066854,1.34815783680096,0,0,0,1.18169978649124,0,0,0,3.20930755956581,0,3.45114120699484,0,2.7709191139219,0,0,0,0,1.18169978649124,3.19773293590422,1.96972936376487,2.37146865136676,0,4.33613566215851,0,4.05958363844587,1.85718070461181,0,0,0,0,0,1.18169978649124,0,0,0,4.90495625089641,0,0,2.03125596629973,5.6429784351549,0,0,0,0,0,4.64343592578133,0,1.34815783680096,0,3.63296092185037,0,0,0,0.90835009543706,0,0,0,0,0,0,3.38276326872667,0,0,3.63866470208212,0,0.90835009543706,0,2.88909192946194,0,0.90835009543706,5.45941796918616,0,0,0,0,0,0.90835009543706,0,0.90835009543706,0,0,0,0,2.39691723691134,0,2.73272239604113,1.70485706584637,1.18169978649124,0,0,0,0,0,0,0,1.18169978649124,0,0,0,0,1.18169978649124,0,0,1.70485706584637,0,0,0,2.57653328313981,0,0,0,0,0,0,0,2.52450224223244,0,0,0.90835009543706,0,0,0,0,0,0,0.90835009543706,0,2.05903203095072,0,1.34815783680096,0.90835009543706,0,0,0,0,3.5149380567354,2.86030407760855,0,1.63933609027578,0,0,0,0.90835009543706,0,0,0.90835009543706,0,0,0,0,0,0,0,0.90835009543706,0,0.90835009543706,0,1.63933609027578,0,0,0,0,0,2.4209567835171,0.90835009543706,1.76177657192376,0,3.35372391711243,0.90835009543706,0,0,0,0,0,0,0,0.90835009543706,3.46297730946079,0,0,0.90835009543706,3.3903573308855,0,2.15518318397752,0,3.53337669032642,4.85050210785431,0,0,0,0,0,0,0,0,0,0,0,0.90835009543706,0,0,0,0,0,0,1.18169978649124,0.90835009543706,1.34815783680096,3.86061518300089,0,0,0,0,0,0
18A,rural,1.48083021944024,1.94827556448904,2.12273300377868,2.65752261390322,0,0,0,0,1.19392151196536,1.48083021944024,0,4.05955822734712,0,2.16816299151577,0,3.92567832096895,1.48083021944024,0,0,1.19392151196536,1.87007166812341,3.05208041079295,2.24685251979145,1.87007166812341,0,4.90311765079134,3.45315903262316,4.77725329697611,1.19392151196536,0,1.77462356798846,0,1.19392151196536,3.10004782172925,2.39739606787738,0,1.48083021944024,0,4.41928529088733,0,0,3.32677699742476,4.83703117980146,2.07198951286321,0,0,0,0,4.52675618353783,0,2.92914385218066,0,3.15673320726071,0,0,0,0,0,1.19392151196536,0,0,0,0,4.03212244838215,1.19392151196536,1.19392151196536,4.71372495121705,0,2.16816299151577,1.94827556448904,4.29265521498998,1.19392151196536,1.65211047003431,5.66731812727957,0,1.19392151196536,0,0,2.01452289813913,1.87007166812341,0,0,1.19392151196536,1.19392151196536,1.48083021944024,0,2.78915987046209,0,4.73117818160173,1.48083021944024,2.79936262354239,0,0,0,0,1.77462356798846,0,0,1.48083021944024,0,2.73420765947635,0,0,1.48083021944024,1.19392151196536,0,0,3.55802142975284,0,0,2.95102054904471,0,0,0,3.35008972533124,0,0,0,2.85600583310015,0,3.42781758764658,0,2.58131799229197,0,0,1.48083021944024,1.19392151196536,1.94827556448904,1.65211047003431,0,1.48083021944024,0,1.65211047003431,0,0,0,0,1.19392151196536,3.98741708686194,3.94844189665478,0,1.48083021944024,0,0,0,1.48083021944024,0,0,1.19392151196536,1.19392151196536,0,0,0,1.48083021944024,0,0,0,0,2.20928753599914,0,1.19392151196536,0,1.19392151196536,0,0,0,2.78915987046209,0,1.48083021944024,1.19392151196536,4.03447613575869,0,0,0,0,0,1.65211047003431,0,1.19392151196536,0,3.83736531821245,0,3.54734451061341,4.43682948453208,2.8817781896006,1.48083021944024,1.19392151196536,0,3.43952003416417,2.56433020458251,2.20928753599914,1.48083021944024,2.28142535548894,0,0,0,0,1.65211047003431,4.05003836783823,0,1.19392151196536,0,0,0,0,0,0,0,1.19392151196536,0,1.19392151196536,3.35851916300315,0,0,1.19392151196536,1.48083021944024,1.19392151196536,0
107A,urban,0,3.84710724311885,2.68122518491894,1.59459783230179,0,0,0,0,0,1.304475239733,0,3.62490512176651,0,0,0,3.37947073446138,0,0,0,0,0,3.07513656037306,2.28464028034045,1.76699155305299,0,1.304475239733,0,2.69822372229974,2.2391332716369,0,1.304475239733,0,0,0,1.304475239733,0,0,0,4.72565057464702,0,0,4.14394500810853,4.7655460799598,0,0,0,0,0,3.96276225229448,0,3.25574834977012,0,2.3258279182882,0,0,0,0,0,0,0,0,0,0,3.3964971019795,0,0,3.44985092728259,0,0,0,4.14154906703282,0,0,5.57814552720318,0,0,0,1.304475239733,0,1.304475239733,0,0,0,1.76699155305299,0,0,2.82709462544847,0,4.05473941361568,0,2.2391332716369,0,0,0,0,0,0,1.304475239733,0,0,1.304475239733,0,0,2.51415968367275,0,0,0,3.23687371705537,0,1.304475239733,2.71458191200297,0,0,0,0,0,2.60567678224334,0,1.76699155305299,0,2.64509168458302,0,0,0,0,0,0,0,1.98585943751911,0,2.87402485686648,0,0,1.304475239733,0,0,1.304475239733,0,3.66807896451991,3.25110603622736,0,1.304475239733,0,0,0,1.304475239733,0,0,1.304475239733,0,0,0,0,0,0,0,0,0,1.76699155305299,0,0,0,2.188293648491,0,0,0,0,0,1.304475239733,0,2.87402485686648,0,0,0,0,1.304475239733,0,0,0,0,3.30789907637069,0,1.304475239733,2.92634696190375,5.60521976932591,0,0,0,3.4255572644331,1.304475239733,1.76699155305299,0,0,0,1.59459783230179,0,1.304475239733,1.304475239733,3.75374770269638,0,0,0,0,0,1.304475239733,0,0,1.304475239733,1.304475239733,0,0,4.02278332006834,0,0,0,0,2.45997922585532,0
